"No.","Time","Source","Destination","Protocol","Length","Info"
"230","3.002799","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=925 Ack=7910 Win=131072 Len=0 TSval=247167064 TSecr=3719275065"
"231","3.002799","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=925 Ack=10806 Win=128160 Len=0 TSval=247167064 TSecr=3719275065"
"232","3.002799","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=925 Ack=13702 Win=125280 Len=0 TSval=247167064 TSecr=3719275065"
"233","3.002799","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=925 Ack=15150 Win=131072 Len=0 TSval=247167064 TSecr=3719275065"
"234","3.002799","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=925 Ack=18046 Win=128160 Len=0 TSval=247167064 TSecr=3719275065"
"235","3.002799","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=925 Ack=18046 Win=131072 Len=0 TSval=247167064 TSecr=3719275065"
"236","3.003944","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"237","3.003947","54.192.103.131","192.168.1.81","TLSv1.2","1483","Application Data"
"238","3.003949","54.192.103.131","192.168.1.81","TLSv1.2","100","Application Data"
"239","3.004013","192.168.1.81","54.192.103.131","TCP","66","58994 > 443 [ACK] Seq=950 Ack=7879 Win=128192 Len=0 TSval=247167065 TSecr=3915082756"
"240","3.004014","192.168.1.81","54.192.103.131","TCP","66","58994 > 443 [ACK] Seq=950 Ack=7913 Win=128160 Len=0 TSval=247167065 TSecr=3915082756"
"241","3.004031","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58994 > 443 [ACK] Seq=950 Ack=7913 Win=131072 Len=0 TSval=247167065 TSecr=3915082756"
"242","3.014177","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"243","3.014885","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"244","3.014888","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"245","3.014889","54.192.103.131","192.168.1.81","TLSv1.2","875","Application Data"
"246","3.014890","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"247","3.014891","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"248","3.014892","54.192.103.131","192.168.1.81","TLSv1.2","1514","Application Data"
"249","3.014893","54.192.103.131","192.168.1.81","TLSv1.2","1335","Application Data"
"250","3.014957","192.168.1.81","54.192.103.131","TCP","66","58991 > 443 [ACK] Seq=939 Ack=20942 Win=129600 Len=0 TSval=247167075 TSecr=3719275066"
"251","3.014957","192.168.1.81","54.192.103.131","TCP","66","58991 > 443 [ACK] Seq=939 Ack=21751 Win=128800 Len=0 TSval=247167075 TSecr=3719275066"
"252","3.014958","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=925 Ack=20039 Win=129600 Len=0 TSval=247167075 TSecr=3914829663"
"253","3.014998","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=925 Ack=22935 Win=126720 Len=0 TSval=247167075 TSecr=3914829663"
"254","3.014999","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58992 > 443 [ACK] Seq=925 Ack=22935 Win=131072 Len=0 TSval=247167075 TSecr=3914829663"
"255","3.014999","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=925 Ack=24204 Win=129792 Len=0 TSval=247167075 TSecr=3914829663"
"256","3.018511","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"257","3.018574","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=925 Ack=19494 Win=131072 Len=0 TSval=247167079 TSecr=3719275067"
"258","3.018981","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"259","3.018983","54.192.103.131","192.168.1.81","TLSv1.2","1514","Application Data"
"260","3.018985","54.192.103.131","192.168.1.81","TLSv1.2","1294","Application Data"
"261","3.019019","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=925 Ack=22390 Win=128160 Len=0 TSval=247167079 TSecr=3719275067"
"262","3.019019","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=925 Ack=22390 Win=131072 Len=0 TSval=247167079 TSecr=3719275067"
"263","3.019070","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=925 Ack=23618 Win=129824 Len=0 TSval=247167079 TSecr=3719275067"
"264","3.022107","192.168.1.81","54.192.103.131","TLSv1.2","562","Application Data"
"265","3.042777","54.192.103.131","192.168.1.81","TLSv1.2","591","Application Data"
"266","3.042824","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1421 Ack=24143 Win=130528 Len=0 TSval=247167101 TSecr=3719275068"
"267","3.044991","192.168.1.81","54.192.103.131","TLSv1.2","606","Application Data"
"268","3.063310","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"269","3.063899","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"270","3.063902","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"271","3.063903","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"272","3.063904","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"273","3.063905","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"274","3.063906","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"275","3.063906","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"276","3.063963","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"277","3.063964","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"278","3.063965","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"279","3.063966","54.192.103.131","192.168.1.81","TLSv1.2","551","Application Data"
"280","3.063967","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"281","3.063978","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=27039 Win=129600 Len=0 TSval=247167121 TSecr=3719275071"
"282","3.063978","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=29935 Win=128160 Len=0 TSval=247167121 TSecr=3719275071"
"283","3.063978","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=32831 Win=125280 Len=0 TSval=247167121 TSecr=3719275071"
"284","3.063978","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=35727 Win=122368 Len=0 TSval=247167121 TSecr=3719275071"
"285","3.063978","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=1961 Ack=35727 Win=131072 Len=0 TSval=247167121 TSecr=3719275071"
"286","3.064045","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=37175 Win=131072 Len=0 TSval=247167121 TSecr=3719275071"
"287","3.064045","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=40071 Win=128160 Len=0 TSval=247167121 TSecr=3719275071"
"288","3.064045","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=1961 Ack=40071 Win=131072 Len=0 TSval=247167121 TSecr=3719275071"
"289","3.064045","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=40556 Win=130560 Len=0 TSval=247167121 TSecr=3719275071"
"290","3.065645","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"291","3.065949","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=43452 Win=129600 Len=0 TSval=247167123 TSecr=3719275071"
"292","3.080637","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"293","3.081215","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=44900 Win=131072 Len=0 TSval=247167137 TSecr=3719275073"
"294","3.081335","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"295","3.081339","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"296","3.081378","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=47796 Win=128160 Len=0 TSval=247167137 TSecr=3719275073"
"297","3.082057","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"298","3.082061","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"299","3.082062","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"300","3.082101","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=50692 Win=125280 Len=0 TSval=247167138 TSecr=3719275073"
"301","3.082520","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=52140 Win=131072 Len=0 TSval=247167138 TSecr=3719275073"
"302","3.082772","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"303","3.082777","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"304","3.082778","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"305","3.082779","54.192.103.131","192.168.1.81","TLSv1.2","1514","Application Data"
"306","3.082781","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"307","3.082782","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"308","3.082783","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"309","3.082885","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"310","3.082887","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"311","3.082948","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=55036 Win=128160 Len=0 TSval=247167138 TSecr=3719275073"
"312","3.082948","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=57932 Win=125280 Len=0 TSval=247167138 TSecr=3719275073"
"313","3.082949","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=60828 Win=122368 Len=0 TSval=247167138 TSecr=3719275073"
"314","3.082949","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=62276 Win=131072 Len=0 TSval=247167138 TSecr=3719275073"
"315","3.082949","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=65172 Win=128160 Len=0 TSval=247167138 TSecr=3719275073"
"316","3.083006","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=1961 Ack=65172 Win=131072 Len=0 TSval=247167138 TSecr=3719275073"
"317","3.083657","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"318","3.083660","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"319","3.083697","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=68068 Win=128160 Len=0 TSval=247167139 TSecr=3719275073"
"320","3.083708","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=1961 Ack=68068 Win=131072 Len=0 TSval=247167139 TSecr=3719275073"
"321","3.088732","192.168.1.81","54.192.103.131","TLSv1.2","614","Application Data"
"322","3.099218","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"323","3.099774","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"324","3.099777","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"325","3.099779","54.192.103.131","192.168.1.81","TLSv1.2","1514","Application Data"
"326","3.099780","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"327","3.099781","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"328","3.099782","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"329","3.099825","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=70964 Win=129600 Len=0 TSval=247167154 TSecr=3719275075"
"330","3.099825","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=73860 Win=126720 Len=0 TSval=247167154 TSecr=3719275075"
"331","3.099886","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=76756 Win=123808 Len=0 TSval=247167154 TSecr=3719275075"
"332","3.099923","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=78204 Win=131072 Len=0 TSval=247167154 TSecr=3719275075"
"333","3.102335","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"334","3.102940","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"335","3.102943","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"336","3.102945","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"337","3.102946","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"338","3.102948","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"339","3.102949","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"340","3.102950","54.192.103.131","192.168.1.81","TLSv1.2","1514","Application Data"
"341","3.103000","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"342","3.103001","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"343","3.103002","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"344","3.103003","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"345","3.103014","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=81100 Win=129600 Len=0 TSval=247167157 TSecr=3719275075"
"346","3.103015","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=83996 Win=126720 Len=0 TSval=247167157 TSecr=3719275075"
"347","3.103015","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=86892 Win=123808 Len=0 TSval=247167157 TSecr=3719275075"
"348","3.103015","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=89788 Win=120928 Len=0 TSval=247167157 TSecr=3719275075"
"349","3.103064","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=92684 Win=118016 Len=0 TSval=247167157 TSecr=3719275075"
"350","3.103064","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=95580 Win=115136 Len=0 TSval=247167157 TSecr=3719275075"
"351","3.103168","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"352","3.103171","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"353","3.103172","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"354","3.103173","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"355","3.103178","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=1961 Ack=95580 Win=131072 Len=0 TSval=247167157 TSecr=3719275075"
"356","3.103236","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"357","3.103238","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"358","3.103239","54.192.103.131","192.168.1.81","TLSv1.2","1514","Application Data"
"359","3.103241","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"360","3.103248","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=98476 Win=128160 Len=0 TSval=247167157 TSecr=3719275075"
"361","3.103248","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=1961 Ack=98476 Win=131072 Len=0 TSval=247167157 TSecr=3719275075"
"362","3.103248","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=101372 Win=128160 Len=0 TSval=247167157 TSecr=3719275075"
"363","3.103260","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=104268 Win=125280 Len=0 TSval=247167157 TSecr=3719275075"
"364","3.103266","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=1961 Ack=104268 Win=131072 Len=0 TSval=247167157 TSecr=3719275075"
"365","3.103283","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=107164 Win=128160 Len=0 TSval=247167157 TSecr=3719275075"
"366","3.103283","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=1961 Ack=107164 Win=131072 Len=0 TSval=247167157 TSecr=3719275075"
"367","3.103419","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"368","3.103423","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"369","3.103424","54.192.103.131","192.168.1.81","TLSv1.2","298","Application Data"
"370","3.103457","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=110060 Win=128160 Len=0 TSval=247167158 TSecr=3719275075"
"371","3.103457","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=1961 Ack=110292 Win=127936 Len=0 TSval=247167158 TSecr=3719275075"
"372","3.103489","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=1961 Ack=110292 Win=131072 Len=0 TSval=247167158 TSecr=3719275075"
"373","3.105121","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"374","3.105572","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"375","3.105576","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"376","3.105577","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"377","3.105579","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"378","3.105581","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"379","3.105582","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"380","3.105585","54.192.103.131","192.168.1.81","TLSv1.2","162","Application Data"
"381","3.105671","192.168.1.81","54.192.103.131","TCP","66","58991 > 443 [ACK] Seq=1487 Ack=24647 Win=129600 Len=0 TSval=247167159 TSecr=3719275075"
"382","3.105695","192.168.1.81","54.192.103.131","TCP","66","58991 > 443 [ACK] Seq=1487 Ack=27543 Win=126720 Len=0 TSval=247167159 TSecr=3719275075"
"383","3.105696","192.168.1.81","54.192.103.131","TCP","66","58991 > 443 [ACK] Seq=1487 Ack=30439 Win=123808 Len=0 TSval=247167159 TSecr=3719275075"
"384","3.105696","192.168.1.81","54.192.103.131","TCP","66","58991 > 443 [ACK] Seq=1487 Ack=31983 Win=122272 Len=0 TSval=247167159 TSecr=3719275075"
"385","3.105735","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58991 > 443 [ACK] Seq=1487 Ack=31983 Win=131072 Len=0 TSval=247167159 TSecr=3719275075"
"386","3.110856","192.168.1.81","54.192.103.131","TCP","78","58996 > 443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=247167164 TSecr=0 SACK_PERM=1"
"387","3.111321","192.168.1.81","54.192.103.131","TCP","78","58997 > 443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=247167164 TSecr=0 SACK_PERM=1"
"388","3.111936","192.168.1.81","54.192.103.131","TCP","78","58998 > 443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=247167165 TSecr=0 SACK_PERM=1"
"389","3.112592","192.168.1.81","54.192.103.131","TCP","78","58999 > 443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=247167165 TSecr=0 SACK_PERM=1"
"390","3.128064","54.192.103.131","192.168.1.81","TCP","74","443 > 58998 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=3915082769 TSecr=247167165 WS=256"
"391","3.128153","192.168.1.81","54.192.103.131","TCP","66","58998 > 443 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=247167181 TSecr=3915082769"
"392","3.128275","192.168.1.81","54.192.103.131","TLSv1.2","290","Client Hello"
