"No.","Time","Source","Destination","Protocol","Length","Info"
"185","3.024378000","172.20.7.83","49.129.31.76","TCP","54","56745 > 80 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"186","3.068463000","23.227.10.30","172.20.7.83","TCP","78","80 > 56749 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1460 WS=1 TSval=1513384439 TSecr=1626191224 SACK_PERM=1"
"187","3.068542000","172.20.7.83","23.227.10.30","TCP","66","56749 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626191308 TSecr=1513384439"
"191","3.279104000","172.20.7.83","199.83.132.174","TCP","78","56752 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626191518 TSecr=0 SACK_PERM=1"
"193","3.285879000","172.20.7.83","104.70.75.151","TCP","78","56753 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626191524 TSecr=0 SACK_PERM=1"
"194","3.285941000","172.20.7.83","104.70.75.151","TCP","78","56754 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626191524 TSecr=0 SACK_PERM=1"
"195","3.325639000","104.70.75.151","172.20.7.83","TCP","74","80 > 56753 [SYN, ACK] Seq=0 Ack=1 Win=28240 Len=0 MSS=1424 SACK_PERM=1 TSval=1035969026 TSecr=1626191524 WS=32"
"196","3.325718000","172.20.7.83","104.70.75.151","TCP","66","56753 > 80 [ACK] Seq=1 Ack=1 Win=131296 Len=0 TSval=1626191563 TSecr=1035969026"
"197","3.327564000","104.70.75.151","172.20.7.83","TCP","74","80 > 56754 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=1019698178 TSecr=1626191524 WS=32"
"198","3.327644000","172.20.7.83","104.70.75.151","TCP","66","56754 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626191564 TSecr=1019698178"
"199","3.443784000","199.83.132.174","172.20.7.83","TCP","74","80 > 56752 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=816569256 TSecr=1626191518 WS=128"
"200","3.443870000","172.20.7.83","199.83.132.174","TCP","66","56752 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626191680 TSecr=816569256"
"201","3.486167000","172.20.7.83","119.254.11.66","TCP","78","[TCP Retransmission] 56738 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626191721 TSecr=0 SACK_PERM=1"
"202","3.823149000","172.20.7.83","111.206.227.118","HTTP","609","GET / HTTP/1.1 "
"203","3.825110000","172.20.7.83","66.29.212.110","HTTP","498","GET / HTTP/1.1 "
"204","3.877860000","172.20.7.83","216.58.216.206","TLSv1.2","119","Application Data"
"205","3.877929000","172.20.7.83","216.58.216.206","TLSv1.2","116","Application Data"
"206","3.877930000","172.20.7.83","216.58.216.206","TLSv1.2","108","Application Data"
"207","3.878120000","172.20.7.83","216.58.216.206","TLSv1.2","104","Application Data"
"208","3.878349000","172.20.7.83","216.58.216.206","TLSv1.2","1427","Application Data"
"209","3.889413000","119.254.11.66","172.20.7.83","TCP","74","80 > 56738 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=8 SACK_PERM=1 TSval=3072990835 TSecr=1626191721"
"210","3.889492000","172.20.7.83","119.254.11.66","TCP","66","56738 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626192120 TSecr=3072990835"
"211","3.916227000","216.58.216.206","172.20.7.83","TCP","66","443 > 56713 [ACK] Seq=253 Ack=837 Win=44800 Len=0 TSval=3192811232 TSecr=1626192109"
"212","3.916407000","216.58.216.206","172.20.7.83","TLSv1.2","104","Application Data"
"213","3.916476000","172.20.7.83","216.58.216.206","TCP","66","56713 > 443 [ACK] Seq=2278 Ack=291 Win=131584 Len=0 TSval=1626192147 TSecr=3192811232"
"214","3.916706000","216.58.216.206","172.20.7.83","TCP","66","443 > 56713 [ACK] Seq=291 Ack=917 Win=44800 Len=0 TSval=3192811233 TSecr=1626192109"
"215","3.933574000","66.29.212.110","172.20.7.83","HTTP","456","HTTP/1.1 301 Moved Permanently  (text/html)"
"216","3.933656000","172.20.7.83","66.29.212.110","TCP","66","56716 > 80 [ACK] Seq=433 Ack=391 Win=131360 Len=0 TSval=1626192164 TSecr=258214932"
"220","3.945967000","172.20.7.83","74.125.226.82","TCP","78","56755 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192176 TSecr=0 SACK_PERM=1"
"221","3.946074000","172.20.7.83","74.125.226.82","TCP","78","56756 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192176 TSecr=0 SACK_PERM=1"
"222","3.946122000","172.20.7.83","74.125.226.82","TCP","78","56757 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192176 TSecr=0 SACK_PERM=1"
"223","3.946179000","172.20.7.83","74.125.226.82","TCP","78","56758 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192176 TSecr=0 SACK_PERM=1"
"224","3.946244000","172.20.7.83","74.125.226.82","TCP","78","56759 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192176 TSecr=0 SACK_PERM=1"
"225","3.946342000","172.20.7.83","74.125.226.82","TCP","78","56760 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192176 TSecr=0 SACK_PERM=1"
"226","3.946575000","172.20.7.83","72.21.91.8","TCP","78","56761 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192176 TSecr=0 SACK_PERM=1"
"227","3.946588000","172.20.7.83","72.21.91.8","TCP","78","56762 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192176 TSecr=0 SACK_PERM=1"
"228","3.946640000","172.20.7.83","72.21.91.8","TCP","78","56763 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192176 TSecr=0 SACK_PERM=1"
"229","3.946710000","172.20.7.83","72.21.91.8","TCP","78","56764 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192176 TSecr=0 SACK_PERM=1"
"233","3.955386000","216.58.216.206","172.20.7.83","TLSv1.2","335","Application Data"
"234","3.955468000","172.20.7.83","216.58.216.206","TCP","66","56713 > 443 [ACK] Seq=2278 Ack=560 Win=131296 Len=0 TSval=1626192185 TSecr=3192811266"
"235","3.955612000","216.58.216.206","172.20.7.83","TLSv1.2","324","Application Data"
"236","3.955616000","216.58.216.206","172.20.7.83","TLSv1.2","112","Application Data"
"237","3.955711000","172.20.7.83","216.58.216.206","TCP","66","56713 > 443 [ACK] Seq=2278 Ack=818 Win=131040 Len=0 TSval=1626192185 TSecr=3192811266"
"238","3.955711000","172.20.7.83","216.58.216.206","TCP","66","56713 > 443 [ACK] Seq=2278 Ack=864 Win=131008 Len=0 TSval=1626192185 TSecr=3192811266"
"239","3.957125000","172.20.7.83","216.58.216.206","TLSv1.2","112","Application Data"
"240","3.967098000","172.20.7.83","74.125.226.82","TLSv1.2","119","Application Data"
"241","3.967166000","172.20.7.83","74.125.226.82","TLSv1.2","116","Application Data"
"242","3.967178000","172.20.7.83","74.125.226.82","TLSv1.2","108","Application Data"
"243","3.967957000","172.20.7.83","74.125.226.82","TLSv1.2","104","Application Data"
"244","3.968186000","172.20.7.83","74.125.226.82","TLSv1.2","1431","Application Data"
"247","3.974386000","172.20.7.83","216.58.216.206","TCP","78","56765 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192203 TSecr=0 SACK_PERM=1"
"248","3.974521000","172.20.7.83","216.58.216.206","TCP","78","56766 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192203 TSecr=0 SACK_PERM=1"
"249","3.974622000","172.20.7.83","216.58.216.206","TCP","78","56767 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192203 TSecr=0 SACK_PERM=1"
"252","3.975224000","172.20.7.83","216.58.216.238","TCP","78","56768 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192203 TSecr=0 SACK_PERM=1"
"253","3.975341000","172.20.7.83","216.58.216.238","TCP","78","56769 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192203 TSecr=0 SACK_PERM=1"
"254","3.975417000","172.20.7.83","216.58.216.238","TCP","78","56770 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192204 TSecr=0 SACK_PERM=1"
"258","3.976948000","172.20.7.83","74.125.70.156","TCP","78","56771 > 443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192205 TSecr=0 SACK_PERM=1"
"261","3.977692000","172.20.7.83","216.58.216.234","TCP","78","56772 > 443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192205 TSecr=0 SACK_PERM=1"
"263","3.978157000","172.20.7.83","216.58.216.234","TCP","78","56773 > 443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192206 TSecr=0 SACK_PERM=1"
"264","3.983443000","72.21.91.8","172.20.7.83","TCP","74","80 > 56762 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=2015157622 TSecr=1626192176 WS=512"
"265","3.983527000","172.20.7.83","72.21.91.8","TCP","66","56762 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626192211 TSecr=2015157622"
"266","3.983615000","72.21.91.8","172.20.7.83","TCP","74","80 > 56761 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1804832102 TSecr=1626192176 WS=512"
"267","3.983659000","172.20.7.83","72.21.91.8","TCP","66","56761 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626192211 TSecr=1804832102"
"268","3.984381000","72.21.91.8","172.20.7.83","TCP","74","80 > 56764 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=229799907 TSecr=1626192176 WS=512"
"269","3.984384000","72.21.91.8","172.20.7.83","TCP","74","80 > 56763 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=426355196 TSecr=1626192176 WS=512"
"270","3.984431000","172.20.7.83","72.21.91.8","TCP","66","56764 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626192211 TSecr=229799907"
"271","3.984480000","172.20.7.83","72.21.91.8","TCP","66","56763 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626192211 TSecr=426355196"
"274","4.001937000","172.20.7.83","216.58.216.110","TCP","78","56774 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192229 TSecr=0 SACK_PERM=1"
"275","4.001996000","172.20.7.83","216.58.216.110","TCP","78","56775 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192229 TSecr=0 SACK_PERM=1"
"276","4.002024000","172.20.7.83","216.58.216.110","TCP","78","56776 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192229 TSecr=0 SACK_PERM=1"
"278","4.004970000","172.20.7.83","216.58.216.110","TCP","78","56777 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192232 TSecr=0 SACK_PERM=1"
"280","4.005493000","172.20.7.83","216.58.216.227","TCP","78","56778 > 443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192232 TSecr=0 SACK_PERM=1"
"284","4.011616000","172.20.7.83","216.58.216.238","TCP","78","56779 > 443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192238 TSecr=0 SACK_PERM=1"
"285","4.027662000","216.58.216.206","172.20.7.83","TCP","74","80 > 56767 [SYN, ACK] Seq=0 Ack=1 Win=42540 Len=0 MSS=1430 SACK_PERM=1 TSval=3192886585 TSecr=1626192203 WS=128"
"286","4.027757000","172.20.7.83","216.58.216.206","TCP","66","56767 > 80 [ACK] Seq=1 Ack=1 Win=131872 Len=0 TSval=1626192254 TSecr=3192886585"
"287","4.028626000","216.58.216.206","172.20.7.83","TCP","74","80 > 56765 [SYN, ACK] Seq=0 Ack=1 Win=42540 Len=0 MSS=1430 SACK_PERM=1 TSval=3192819555 TSecr=1626192203 WS=128"
"288","4.028689000","172.20.7.83","216.58.216.206","TCP","66","56765 > 80 [ACK] Seq=1 Ack=1 Win=131872 Len=0 TSval=1626192254 TSecr=3192819555"
"289","4.028987000","216.58.216.206","172.20.7.83","TCP","74","80 > 56766 [SYN, ACK] Seq=0 Ack=1 Win=42540 Len=0 MSS=1430 SACK_PERM=1 TSval=3192829256 TSecr=1626192203 WS=128"
"290","4.029056000","172.20.7.83","216.58.216.206","TCP","66","56766 > 80 [ACK] Seq=1 Ack=1 Win=131872 Len=0 TSval=1626192255 TSecr=3192829256"
"291","4.030183000","74.125.70.156","172.20.7.83","TCP","74","443 > 56771 [SYN, ACK] Seq=0 Ack=1 Win=42540 Len=0 MSS=1430 SACK_PERM=1 TSval=1443990317 TSecr=1626192205 WS=128"
"292","4.030254000","172.20.7.83","74.125.70.156","TCP","66","56771 > 443 [ACK] Seq=1 Ack=1 Win=131872 Len=0 TSval=1626192256 TSecr=1443990317"
"293","4.030510000","172.20.7.83","74.125.70.156","TLSv1.2","583","Client Hello"
"295","4.052498000","216.58.216.110","172.20.7.83","TCP","74","80 > 56775 [SYN, ACK] Seq=0 Ack=1 Win=42540 Len=0 MSS=1430 SACK_PERM=1 TSval=3539159605 TSecr=1626192229 WS=128"
"296","4.052591000","172.20.7.83","216.58.216.110","TCP","66","56775 > 80 [ACK] Seq=1 Ack=1 Win=131872 Len=0 TSval=1626192277 TSecr=3539159605"
"297","4.052660000","216.58.216.110","172.20.7.83","TCP","74","80 > 56774 [SYN, ACK] Seq=0 Ack=1 Win=42540 Len=0 MSS=1430 SACK_PERM=1 TSval=3539153835 TSecr=1626192229 WS=128"
"298","4.052714000","172.20.7.83","216.58.216.110","TCP","66","56774 > 80 [ACK] Seq=1 Ack=1 Win=131872 Len=0 TSval=1626192277 TSecr=3539153835"
"299","4.053091000","216.58.216.110","172.20.7.83","TCP","74","80 > 56776 [SYN, ACK] Seq=0 Ack=1 Win=42540 Len=0 MSS=1430 SACK_PERM=1 TSval=3539175579 TSecr=1626192229 WS=128"
"300","4.053136000","172.20.7.83","216.58.216.110","TCP","66","56776 > 80 [ACK] Seq=1 Ack=1 Win=131872 Len=0 TSval=1626192277 TSecr=3539175579"
"301","4.056050000","216.58.216.110","172.20.7.83","TCP","74","80 > 56777 [SYN, ACK] Seq=0 Ack=1 Win=42540 Len=0 MSS=1430 SACK_PERM=1 TSval=3539159609 TSecr=1626192232 WS=128"
"302","4.056125000","172.20.7.83","216.58.216.110","TCP","66","56777 > 80 [ACK] Seq=1 Ack=1 Win=131872 Len=0 TSval=1626192280 TSecr=3539159609"
"303","4.056227000","216.58.216.206","172.20.7.83","TCP","66","443 > 56713 [ACK] Seq=864 Ack=2324 Win=47488 Len=0 TSval=3192811363 TSecr=1626192186"
"304","4.056838000","172.20.7.83","216.58.216.110","TCP","1484","[TCP segment of a reassembled PDU]"
"305","4.056840000","172.20.7.83","216.58.216.110","HTTP","321","GET /translate_a/element.js?cb=googleTranslateElementInit HTTP/1.1 "
"306","4.063224000","74.125.226.82","172.20.7.83","TCP","74","80 > 56759 [SYN, ACK] Seq=0 Ack=1 Win=42540 Len=0 MSS=1430 SACK_PERM=1 TSval=2513389277 TSecr=1626192176 WS=128"
"307","4.063312000","172.20.7.83","74.125.226.82","TCP","66","56759 > 80 [ACK] Seq=1 Ack=1 Win=131872 Len=0 TSval=1626192287 TSecr=2513389277"
"308","4.063421000","74.125.226.82","172.20.7.83","TCP","74","80 > 56755 [SYN, ACK] Seq=0 Ack=1 Win=42540 Len=0 MSS=1430 SACK_PERM=1 TSval=2520575991 TSecr=1626192176 WS=128"
"309","4.063424000","74.125.226.82","172.20.7.83","TCP","74","80 > 56757 [SYN, ACK] Seq=0 Ack=1 Win=42540 Len=0 MSS=1430 SACK_PERM=1 TSval=2513389276 TSecr=1626192176 WS=128"
"310","4.063424000","74.125.226.82","172.20.7.83","TCP","74","80 > 56758 [SYN, ACK] Seq=0 Ack=1 Win=42540 Len=0 MSS=1430 SACK_PERM=1 TSval=2520575991 TSecr=1626192176 WS=128"
"311","4.063425000","74.125.226.82","172.20.7.83","TCP","74","80 > 56756 [SYN, ACK] Seq=0 Ack=1 Win=42540 Len=0 MSS=1430 SACK_PERM=1 TSval=2520575992 TSecr=1626192176 WS=128"
"312","4.063470000","172.20.7.83","74.125.226.82","TCP","66","56755 > 80 [ACK] Seq=1 Ack=1 Win=131872 Len=0 TSval=1626192287 TSecr=2520575991"
"313","4.063520000","172.20.7.83","74.125.226.82","TCP","66","56757 > 80 [ACK] Seq=1 Ack=1 Win=131872 Len=0 TSval=1626192287 TSecr=2513389276"
"314","4.063520000","172.20.7.83","74.125.226.82","TCP","66","56758 > 80 [ACK] Seq=1 Ack=1 Win=131872 Len=0 TSval=1626192287 TSecr=2520575991"
"315","4.063528000","172.20.7.83","74.125.226.82","TCP","66","56756 > 80 [ACK] Seq=1 Ack=1 Win=131872 Len=0 TSval=1626192287 TSecr=2520575992"
"316","4.063685000","172.20.7.83","74.125.226.82","TCP","1484","[TCP segment of a reassembled PDU]"
"317","4.063686000","172.20.7.83","74.125.226.82","HTTP","310","GET /cse/cse.js?cx=012971019331610648934:m2tou3_miwy HTTP/1.1 "
"318","4.064241000","74.125.226.82","172.20.7.83","TCP","74","80 > 56760 [SYN, ACK] Seq=0 Ack=1 Win=42540 Len=0 MSS=1430 SACK_PERM=1 TSval=2520580592 TSecr=1626192176 WS=128"
"319","4.064292000","172.20.7.83","74.125.226.82","TCP","66","56760 > 80 [ACK] Seq=1 Ack=1 Win=131872 Len=0 TSval=1626192288 TSecr=2520580592"
"320","4.088521000","74.125.226.82","172.20.7.83","TCP","66","443 > 56714 [ACK] Seq=253 Ack=879 Win=44800 Len=0 TSval=2513389298 TSecr=1626192196"
"321","4.088785000","74.125.226.82","172.20.7.83","TLSv1.2","104","Application Data"
"322","4.088862000","172.20.7.83","74.125.226.82","TCP","66","56714 > 443 [ACK] Seq=2282 Ack=291 Win=131584 Len=0 TSval=1626192312 TSecr=2513389298"
"323","4.089727000","74.125.226.82","172.20.7.83","TCP","66","443 > 56714 [ACK] Seq=291 Ack=2282 Win=47488 Len=0 TSval=2513389299 TSecr=1626192196"
"324","4.096191000","111.206.227.118","172.20.7.83","TCP","54","80 > 56715 [ACK] Seq=1 Ack=556 Win=15744 Len=0"
"325","4.098824000","111.206.227.118","172.20.7.83","HTTP","416","HTTP/1.1 302 Moved Temporarily  (text/html)"
"326","4.098829000","74.125.70.156","172.20.7.83","TCP","66","443 > 56771 [ACK] Seq=1 Ack=518 Win=43648 Len=0 TSval=1443990367 TSecr=1626192256"
"327","4.098931000","74.125.70.156","172.20.7.83","TLSv1.2","220","Server Hello, Change Cipher Spec, Hello Request, Hello Request"
"328","4.098949000","172.20.7.83","111.206.227.118","TCP","54","56715 > 80 [ACK] Seq=556 Ack=363 Win=261760 Len=0"
"329","4.099004000","172.20.7.83","74.125.70.156","TCP","66","56771 > 443 [ACK] Seq=518 Ack=155 Win=131712 Len=0 TSval=1626192321 TSecr=1443990367"
"330","4.099685000","172.20.7.83","74.125.70.156","TLSv1.2","282","Change Cipher Spec, Hello Request, Hello Request, Hello Request, Hello Request"
"331","4.105480000","216.58.216.238","172.20.7.83","TCP","74","80 > 56768 [SYN, ACK] Seq=0 Ack=1 Win=42540 Len=0 MSS=1430 SACK_PERM=1 TSval=1104499257 TSecr=1626192203 WS=128"
"332","4.105566000","172.20.7.83","216.58.216.238","TCP","66","56768 > 80 [ACK] Seq=1 Ack=1 Win=131872 Len=0 TSval=1626192327 TSecr=1104499257"
"334","4.106697000","216.58.216.238","172.20.7.83","TCP","74","80 > 56769 [SYN, ACK] Seq=0 Ack=1 Win=42540 Len=0 MSS=1430 SACK_PERM=1 TSval=1104523454 TSecr=1626192203 WS=128"
"335","4.106751000","172.20.7.83","216.58.216.238","TCP","66","56769 > 80 [ACK] Seq=1 Ack=1 Win=131872 Len=0 TSval=1626192328 TSecr=1104523454"
"337","4.107000000","216.58.216.238","172.20.7.83","TCP","74","80 > 56770 [SYN, ACK] Seq=0 Ack=1 Win=42540 Len=0 MSS=1430 SACK_PERM=1 TSval=1104521462 TSecr=1626192204 WS=128"
"338","4.107047000","172.20.7.83","216.58.216.238","TCP","66","56770 > 80 [ACK] Seq=1 Ack=1 Win=131872 Len=0 TSval=1626192328 TSecr=1104521462"
"343","4.109855000","216.58.216.110","172.20.7.83","TCP","66","80 > 56777 [ACK] Seq=1 Ack=1419 Win=45440 Len=0 TSval=3539159655 TSecr=1626192280"
"344","4.110084000","216.58.216.110","172.20.7.83","TCP","66","80 > 56777 [ACK] Seq=1 Ack=1674 Win=48256 Len=0 TSval=3539159655 TSecr=1626192280"
"345","4.110152000","172.20.7.83","192.229.163.158","HTTP","675","GET / HTTP/1.1 "
"346","4.130423000","216.58.216.234","172.20.7.83","TCP","74","443 > 56772 [SYN, ACK] Seq=0 Ack=1 Win=42540 Len=0 MSS=1430 SACK_PERM=1 TSval=1104518346 TSecr=1626192205 WS=128"
"347","4.130528000","172.20.7.83","216.58.216.234","TCP","66","56772 > 443 [ACK] Seq=1 Ack=1 Win=131872 Len=0 TSval=1626192351 TSecr=1104518346"
"348","4.130780000","172.20.7.83","216.58.216.234","TLSv1.2","583","Client Hello"
"349","4.131011000","216.58.216.110","172.20.7.83","HTTP","1173","HTTP/1.1 200 OK  (text/javascript)"
"350","4.131065000","172.20.7.83","216.58.216.110","TCP","66","56777 > 80 [ACK] Seq=1674 Ack=1108 Win=130752 Len=0 TSval=1626192351 TSecr=3539159677"
"351","4.132540000","216.58.216.234","172.20.7.83","TCP","74","443 > 56773 [SYN, ACK] Seq=0 Ack=1 Win=42540 Len=0 MSS=1430 SACK_PERM=1 TSval=1104505135 TSecr=1626192206 WS=128"
"352","4.132672000","172.20.7.83","216.58.216.234","TCP","66","56773 > 443 [ACK] Seq=1 Ack=1 Win=131872 Len=0 TSval=1626192353 TSecr=1104505135"
"353","4.133103000","172.20.7.83","216.58.216.234","TLSv1.2","583","Client Hello"
"354","4.138862000","216.58.216.238","172.20.7.83","TCP","74","443 > 56779 [SYN, ACK] Seq=0 Ack=1 Win=42540 Len=0 MSS=1430 SACK_PERM=1 TSval=1104521491 TSecr=1626192238 WS=128"
"355","4.138953000","172.20.7.83","216.58.216.238","TCP","66","56779 > 443 [ACK] Seq=1 Ack=1 Win=131872 Len=0 TSval=1626192359 TSecr=1104521491"
"356","4.139235000","172.20.7.83","216.58.216.238","TLSv1.2","583","Client Hello"
"360","4.140489000","172.20.7.83","192.229.163.158","TCP","78","56780 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192360 TSecr=0 SACK_PERM=1"
"361","4.140624000","172.20.7.83","192.229.163.158","TCP","78","56781 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192360 TSecr=0 SACK_PERM=1"
"362","4.140665000","172.20.7.83","192.229.163.158","TCP","78","56782 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192360 TSecr=0 SACK_PERM=1"
"363","4.140723000","172.20.7.83","192.229.163.158","TCP","78","56783 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192360 TSecr=0 SACK_PERM=1"
"364","4.140795000","172.20.7.83","192.229.163.158","TCP","78","56784 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192360 TSecr=0 SACK_PERM=1"
"366","4.141121000","172.20.7.83","192.229.163.158","TCP","78","56785 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192360 TSecr=0 SACK_PERM=1"
"367","4.141228000","172.20.7.83","192.229.163.158","TCP","78","56786 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192360 TSecr=0 SACK_PERM=1"
"369","4.141330000","172.20.7.83","192.229.163.158","TCP","78","56787 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192360 TSecr=0 SACK_PERM=1"
"370","4.141330000","172.20.7.83","192.229.163.158","TCP","78","56788 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192360 TSecr=0 SACK_PERM=1"
"371","4.141373000","172.20.7.83","192.229.163.158","TCP","78","56789 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192360 TSecr=0 SACK_PERM=1"
"373","4.141614000","172.20.7.83","192.229.163.158","TCP","78","56790 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192361 TSecr=0 SACK_PERM=1"
"374","4.141658000","172.20.7.83","192.229.163.158","TCP","78","56791 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192361 TSecr=0 SACK_PERM=1"
"375","4.141707000","172.20.7.83","192.229.163.158","TCP","78","56792 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192361 TSecr=0 SACK_PERM=1"
"376","4.141761000","172.20.7.83","192.229.163.158","TCP","78","56793 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192361 TSecr=0 SACK_PERM=1"
"377","4.141809000","172.20.7.83","192.229.163.158","TCP","78","56794 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192361 TSecr=0 SACK_PERM=1"
"378","4.141859000","172.20.7.83","192.229.163.158","TCP","78","56795 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626192361 TSecr=0 SACK_PERM=1"
"379","4.151223000","216.58.216.227","172.20.7.83","TCP","74","443 > 56778 [SYN, ACK] Seq=0 Ack=1 Win=42540 Len=0 MSS=1430 SACK_PERM=1 TSval=1104511618 TSecr=1626192232 WS=128"
"380","4.151338000","172.20.7.83","216.58.216.227","TCP","66","56778 > 443 [ACK] Seq=1 Ack=1 Win=131872 Len=0 TSval=1626192370 TSecr=1104511618"
"381","4.151625000","172.20.7.83","216.58.216.227","TLSv1.2","583","Client Hello"
